City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Turayf,SA,31.6725,38.6637,70.05,52,0,11.5,clear sky
347,Nieuw Amsterdam,SR,5.8833,-55.0833,77.02,90,92,7.56,overcast clouds
348,Plettenberg Bay,ZA,-34.0527,23.3716,55.99,58,0,5.14,clear sky
349,Riyadh,SA,24.6877,46.7219,86.14,15,100,10.8,overcast clouds
350,Veere,NL,51.5483,3.6667,66.0,78,91,7.0,overcast clouds
351,Rancho San Diego,US,32.7473,-116.9353,84.0,68,0,8.01,clear sky
352,Rio Grande City,US,26.3798,-98.8203,88.11,50,80,22.26,broken clouds
353,Kudahuvadhoo,MV,2.6708,72.8944,81.37,79,100,4.47,overcast clouds
354,Pauini,BR,-7.7136,-66.9764,73.94,86,4,1.34,clear sky
355,San Jeronimo,PE,-11.9472,-75.2829,46.56,83,60,3.51,broken clouds
356,Buala,SB,-8.145,159.5921,82.15,79,90,11.05,light rain
357,Chulman,RU,56.8479,124.9104,64.6,84,100,15.17,light rain
358,Batagay-Alyta,RU,67.8006,130.4114,61.11,57,100,3.15,overcast clouds
359,Norman Wells,CA,65.282,-126.8329,86.04,28,40,8.05,smoke
360,Ancud,CL,-41.8697,-73.8203,41.23,75,100,12.73,light rain
361,Ulvik,NO,60.5672,6.9187,52.5,99,100,3.91,overcast clouds
362,Bonfim,BR,3.0833,-59.95,77.85,75,18,6.2,light rain
363,Hambantota,LK,6.1241,81.1185,82.74,74,20,9.22,few clouds
364,Tromso,NO,69.6496,18.957,51.82,82,100,14.97,light intensity drizzle
365,Lagoa,PT,39.05,-27.9833,64.89,78,92,10.54,overcast clouds
366,Nanortalik,GL,60.1432,-45.2371,43.9,94,100,11.7,light rain
367,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,83.39,33,2,12.46,clear sky
368,Ateli,IN,28.1,76.2833,94.01,45,51,8.19,broken clouds
369,Linhares,BR,-19.3911,-40.0722,64.29,95,0,2.42,clear sky
370,Boditi,ET,6.9667,37.8667,56.89,95,100,0.27,moderate rain
371,Aquiraz,BR,-3.9014,-38.3911,77.18,81,98,16.62,overcast clouds
372,Galesong,ID,-5.3166,119.3661,82.42,70,73,6.89,broken clouds
373,Troitsko-Pechorsk,RU,62.7084,56.1964,69.12,65,6,2.57,clear sky
374,Tupik,RU,54.4253,119.9327,58.3,91,100,7.72,overcast clouds
375,Cockburn Town,TC,21.4612,-71.1419,81.81,78,0,22.08,clear sky
376,Ammon,US,43.4696,-111.9666,83.95,26,0,1.01,clear sky
377,San Patricio,US,28.017,-97.5169,86.09,70,1,13.13,clear sky
378,Mezhdurechensk,RU,53.6942,88.0603,57.58,99,100,3.85,light rain
379,Kahului,US,20.8947,-156.47,83.97,77,65,8.99,broken clouds
380,Constantine,DZ,36.365,6.6147,76.41,53,75,5.75,broken clouds
381,Kyshtovka,RU,56.555,76.6271,63.0,87,18,6.35,few clouds
382,Assiniboia,CA,49.6334,-105.9845,75.02,43,0,3.44,clear sky
383,Qarayeri,AZ,40.7886,46.3066,65.28,94,75,6.91,broken clouds
384,Trincomalee,LK,8.5711,81.2335,81.52,76,100,16.58,overcast clouds
385,Port Hedland,AU,-20.3167,118.5667,71.65,14,15,18.41,few clouds
386,Canavieiras,BR,-15.675,-38.9472,69.98,89,68,4.38,broken clouds
387,Ostrovnoy,RU,68.0531,39.5131,58.89,73,6,10.4,clear sky
388,Suksun,RU,57.1431,57.3949,55.0,86,0,2.66,clear sky
389,Magdagachi,RU,53.45,125.8,75.94,51,35,10.89,scattered clouds
390,Casino,AU,-28.8667,153.05,70.57,74,85,7.34,overcast clouds
391,Meulaboh,ID,4.1363,96.1285,81.48,74,55,1.5,broken clouds
392,Eureka,US,40.8021,-124.1637,64.2,80,38,3.0,scattered clouds
393,Amapa,BR,1.0,-52.0,70.59,99,20,2.19,few clouds
394,Prince Rupert,CA,54.3161,-130.3201,62.69,89,75,5.75,broken clouds
395,Prainha,BR,-1.8,-53.48,76.39,83,65,2.71,broken clouds
396,Zyryanovsk,KZ,49.7386,84.2719,62.19,69,31,2.13,scattered clouds
397,Bagdarin,RU,54.4333,113.6,62.38,65,100,9.62,overcast clouds
398,Narsaq,GL,60.9167,-46.05,45.86,89,100,2.82,light rain
399,Pangody,RU,65.85,74.4859,57.33,69,100,3.65,overcast clouds
400,Bereda,ES,43.2686,-7.5406,58.57,100,21,6.87,few clouds
401,Izmalkovo,RU,52.6887,37.964,63.84,86,29,7.45,scattered clouds
402,Kieta,PG,-6.2167,155.6333,85.66,65,100,8.12,overcast clouds
403,Rafai,CF,4.95,23.9167,66.36,99,51,0.92,light rain
404,Natal,BR,-5.795,-35.2094,73.62,100,75,9.22,moderate rain
405,Edd,ER,13.9297,41.6925,91.65,41,100,4.83,overcast clouds
406,Viedma,AR,-40.8135,-62.9967,48.18,47,2,19.89,clear sky
407,Yeppoon,AU,-23.1333,150.7333,67.78,55,0,9.8,clear sky
408,Sorland,NO,67.667,12.6934,51.66,74,100,13.67,overcast clouds
409,Bolgatanga,GH,10.7856,-0.8514,78.13,72,13,4.47,few clouds
410,Alta Floresta,BR,-9.8756,-56.0861,69.87,51,6,2.57,clear sky
411,Mabaruma,GY,8.2,-59.7833,73.76,94,4,3.24,clear sky
412,Qasigiannguit,GL,68.8193,-51.1922,37.35,91,100,3.04,overcast clouds
413,Bonthe,SL,7.5264,-12.505,76.06,87,20,3.87,light rain
414,Bay City,US,43.5945,-83.8889,66.42,81,0,5.75,clear sky
415,Fuxin,CN,42.0156,121.6589,77.9,80,73,12.03,broken clouds
416,Chimore,BO,-16.9833,-65.1333,79.36,57,100,0.36,overcast clouds
417,Vila,PT,42.0304,-8.1588,59.88,83,0,5.21,clear sky
418,Podhum,BA,43.7231,17.0011,63.09,59,0,8.75,clear sky
419,Auki,SB,-8.7676,160.7034,84.65,67,68,4.54,broken clouds
420,Cayenne,GF,4.9333,-52.3333,82.09,1,0,3.0,clear sky
421,Beira,MZ,-19.8436,34.8389,62.4,87,0,4.65,clear sky
422,Juneau,US,58.3019,-134.4197,68.85,75,98,1.36,overcast clouds
423,Somerset East,ZA,-32.7217,25.588,50.32,62,0,7.7,clear sky
424,Iquitos,PE,-3.7481,-73.2472,71.56,98,24,1.39,few clouds
425,Kavieng,PG,-2.5744,150.7967,82.83,75,95,8.88,light rain
426,Hamilton,US,39.1834,-84.5333,76.75,95,75,5.75,mist
427,Ilulissat,GL,69.2167,-51.1,37.67,90,100,4.72,overcast clouds
428,Waw,SS,7.7029,27.9953,71.22,85,81,4.81,broken clouds
429,Ayr,GB,55.4627,-4.6339,56.32,88,75,14.97,broken clouds
430,Sechura,PE,-5.5569,-80.8222,64.24,76,3,13.35,clear sky
431,Baruun-Urt,MN,46.6806,113.2792,77.04,29,100,10.07,overcast clouds
432,Souillac,MU,-20.5167,57.5167,70.18,60,75,11.5,smoke
433,Fairbanks,US,64.8378,-147.7164,85.6,39,0,0.0,smoke
434,Bengkulu,ID,-3.8004,102.2655,82.09,73,32,4.94,scattered clouds
435,Tual,ID,-5.6667,132.75,78.44,80,100,17.56,overcast clouds
436,Padang,ID,-0.9492,100.3543,80.65,65,46,0.92,scattered clouds
437,Sao Filipe,CV,14.8961,-24.4956,75.04,85,91,8.3,overcast clouds
438,Broome,US,42.2506,-75.833,66.79,88,7,1.01,clear sky
439,Mehamn,NO,71.0357,27.8492,53.55,87,75,0.0,broken clouds
440,Vestmannaeyjar,IS,63.4427,-20.2734,53.11,96,100,21.3,overcast clouds
441,San Mateo Del Mar,MX,16.2,-95.0,83.05,74,94,24.2,overcast clouds
442,Kunjah,PK,32.5285,73.9737,83.17,69,100,1.95,overcast clouds
443,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,70.39,56,75,6.71,broken clouds
444,Beringovskiy,RU,63.05,179.3167,48.61,79,77,6.67,broken clouds
445,Yetkul,RU,54.8221,61.588,54.82,83,3,7.29,clear sky
446,Bay Roberts,CA,47.5999,-53.2648,62.06,90,100,1.01,light rain
447,Izumo,JP,35.3667,132.7667,85.77,61,100,4.05,overcast clouds
448,Lata,PT,40.1629,-8.3327,67.08,67,0,4.61,clear sky
449,Bwanga,TZ,-3.0308,31.7601,60.6,51,9,5.41,clear sky
450,Guanica,PR,17.9716,-66.908,81.99,85,97,9.66,overcast clouds
451,Aykhal,RU,66.0,111.5,60.73,53,21,12.73,few clouds
452,Mount Gambier,AU,-37.8333,140.7667,52.95,63,72,10.07,broken clouds
453,Hami,CN,42.8,93.45,82.49,21,0,10.92,clear sky
454,Yar-Sale,RU,66.8333,70.8333,56.82,74,100,5.97,overcast clouds
455,Tanete,ID,-3.9443,119.7848,82.85,69,90,6.02,moderate rain
456,Vao,NC,-22.6667,167.4833,75.79,78,99,13.98,overcast clouds
457,Mersing,MY,2.4312,103.8405,83.05,78,77,4.72,broken clouds
458,Kyra,RU,49.5776,111.9753,67.75,51,100,5.66,overcast clouds
459,Palmer,US,42.1584,-72.3287,68.92,77,6,4.0,clear sky
460,Henties Bay,NA,-22.116,14.2845,56.17,82,0,7.87,clear sky
461,Esna,EG,25.2934,32.554,86.02,23,0,5.32,clear sky
462,Boyabat,TR,41.4689,34.7667,60.84,75,0,2.3,clear sky
463,Inongo,CD,-1.95,18.2667,70.03,68,69,2.28,broken clouds
464,Mogadishu,SO,2.0371,45.3438,75.74,84,73,19.77,moderate rain
465,Yambio,SS,4.5721,28.3955,66.67,89,12,3.4,few clouds
466,San Andres,CO,12.5847,-81.7006,81.43,84,85,15.93,overcast clouds
467,Xinqing,CN,48.2333,129.5,69.6,99,100,3.22,light rain
468,Awbari,LY,26.5921,12.7805,81.21,24,0,5.91,clear sky
469,Sterling,US,39.0062,-77.4286,80.17,85,100,6.91,overcast clouds
470,Jutai,BR,-5.1833,-68.9,73.92,94,87,1.23,overcast clouds
471,Rambha,IN,19.5167,85.1,83.62,80,100,6.13,overcast clouds
472,Broken Hill,AU,-31.95,141.4333,53.29,61,2,14.7,clear sky
473,Atasu,KZ,48.6814,71.6433,64.08,65,100,8.59,overcast clouds
474,Manbij,SY,36.5281,37.9549,72.9,67,42,17.02,scattered clouds
475,Kirishi,RU,59.4471,32.0205,55.47,99,100,2.55,light rain
476,Samarai,PG,-10.6167,150.6667,83.01,75,25,9.73,scattered clouds
477,At-Bashi,KG,41.1702,75.8106,63.34,49,100,2.77,overcast clouds
478,Krivosheino,RU,57.3431,83.9261,63.5,78,93,6.93,overcast clouds
479,Catuday,PH,16.2923,119.8062,82.76,70,96,0.36,overcast clouds
480,Port Moresby,PG,-9.4431,147.1797,84.45,69,16,7.45,few clouds
481,Iqaluit,CA,63.7506,-68.5145,38.93,86,75,4.61,broken clouds
482,Usinsk,RU,65.9939,57.5281,66.85,79,51,9.22,light rain
483,Urubicha,BO,-15.3833,-62.95,71.62,60,0,3.22,clear sky
484,Araouane,ML,18.9048,-3.5265,95.45,21,37,9.82,scattered clouds
485,Polis,CY,35.0367,32.4264,70.29,56,0,6.08,clear sky
486,Half Moon Bay,US,37.4636,-122.4286,74.05,76,100,12.66,overcast clouds
487,Podujevo,XK,42.9106,21.1931,60.4,83,0,2.98,clear sky
488,Oksfjord,NO,70.2396,22.3479,53.01,87,99,2.59,overcast clouds
489,Fukue,JP,32.6881,128.8419,81.36,86,100,6.55,overcast clouds
490,Krapivinskiy,RU,54.9992,86.8133,58.6,98,100,4.52,light rain
491,Gafanha Da Encarnacao,PT,40.6181,-8.733,69.06,85,0,1.03,clear sky
492,Elk City,US,35.412,-99.4043,92.08,40,100,4.61,overcast clouds
493,Vikersund,NO,59.9659,9.995,55.06,97,90,3.13,overcast clouds
494,Bafra,TR,41.5678,35.9069,67.82,71,0,5.1,clear sky
495,Doha,QA,25.2867,51.5333,91.47,51,63,3.71,broken clouds
496,Garissa,KE,-0.4536,39.6401,72.63,83,82,15.08,broken clouds
497,Wexford,IE,52.3342,-6.4575,60.22,82,99,11.39,overcast clouds
498,Faya,SA,18.3851,42.4509,69.8,28,99,3.31,overcast clouds
499,Alice Springs,AU,-23.7,133.8833,54.95,30,0,11.5,clear sky
500,Hovd,MN,48.0056,91.6419,65.17,30,0,2.24,clear sky
501,Pangkalanbuun,ID,-2.6833,111.6167,86.0,64,19,2.62,few clouds
502,Sapouy,BF,11.5544,-1.7736,76.3,75,8,5.01,clear sky
503,Aksu,CN,41.1231,80.2644,87.01,21,5,12.37,clear sky
504,La Paz,BO,-16.5,-68.15,43.72,74,19,2.3,few clouds
505,Flagstaff,US,35.1981,-111.6513,78.53,24,4,4.0,clear sky
506,Mullheim,DE,47.8082,7.6304,59.0,76,76,0.92,broken clouds
507,Ponta Delgada,PT,37.7333,-25.6667,68.5,72,66,7.2,broken clouds
508,Harlingen,US,26.1906,-97.6961,86.09,81,0,14.97,clear sky
509,Cabra,ES,37.4725,-4.4421,73.65,52,0,3.76,clear sky
510,Sarny,UA,51.338,26.6019,51.93,96,82,6.11,broken clouds
511,Puerto Narino,CO,-3.7703,-70.3831,71.87,98,76,1.72,broken clouds
512,Rocha,UY,-34.4833,-54.3333,62.04,93,100,16.02,overcast clouds
513,Cabedelo,BR,-6.9811,-34.8339,75.65,87,64,12.71,moderate rain
514,Kolpny,RU,52.2282,37.0368,64.98,75,23,8.46,few clouds
515,Brewster,US,41.3973,-73.6171,76.75,82,49,3.8,scattered clouds
516,Voi,KE,-3.3945,38.563,66.45,84,64,8.84,broken clouds
517,Darab,IR,28.7519,54.5444,85.24,35,20,3.11,few clouds
518,Abha,SA,18.2164,42.5053,70.61,26,99,5.3,overcast clouds
519,Sokolo,ML,14.7328,-6.1219,86.88,48,15,6.8,few clouds
520,Burnie,AU,-41.0667,145.9167,53.94,69,96,9.44,overcast clouds
521,Laguna,US,38.421,-121.4238,82.45,53,0,14.97,clear sky
522,Mayskiy,RU,47.6931,40.1025,67.41,44,0,7.05,clear sky
523,Pak Phanang,TH,8.3511,100.202,90.03,72,100,9.06,overcast clouds
524,Oussouye,SN,12.485,-16.5469,79.03,84,5,7.2,clear sky
525,Rutul,RU,41.5357,47.4239,53.71,81,0,5.64,clear sky
526,Taunggyi,MM,20.7833,97.0333,70.32,84,56,1.99,broken clouds
527,Nuuk,GL,64.1835,-51.7216,47.01,93,75,4.61,broken clouds
528,Wanxian,CN,30.8039,108.3897,88.02,64,0,4.72,clear sky
529,Byron Bay,AU,-28.65,153.6167,71.71,71,96,8.66,overcast clouds
530,Florida,US,28.7505,-82.5001,81.99,85,0,3.44,clear sky
531,Poum,NC,-20.2333,164.0167,77.4,88,93,21.54,overcast clouds
532,Galle,LK,6.0367,80.217,78.93,87,100,10.42,overcast clouds
533,Floriano,BR,-6.7669,-43.0225,78.91,51,82,5.84,broken clouds
534,Ust-Kuyga,RU,70.0167,135.6,66.67,46,99,6.42,overcast clouds
535,Rioja,AR,-29.4111,-66.8507,61.7,26,1,3.27,clear sky
536,Caldas Novas,BR,-17.7417,-48.625,61.68,51,0,5.59,clear sky
537,Kendal,GB,54.3268,-2.7476,58.59,93,10,2.15,clear sky
538,Hervey Bay,AU,-25.2986,152.8535,68.02,70,3,8.99,clear sky
539,Biu,NG,10.6129,12.1946,71.49,72,98,4.16,overcast clouds
540,Kiunga,PG,-6.1219,141.2906,74.14,100,100,2.46,overcast clouds
541,Gat,IL,31.61,34.7642,74.08,100,3,4.25,clear sky
542,Asosa,ET,10.0667,34.5333,58.86,92,96,4.0,light rain
543,Axim,GH,4.8699,-2.2405,75.6,89,79,7.23,light rain
544,Umm Lajj,SA,25.0213,37.2685,83.82,44,45,3.62,scattered clouds
545,Zapolyarnyy,RU,69.4154,30.8136,52.88,75,70,5.77,broken clouds
546,Khandagayty,RU,50.7333,92.05,64.49,32,7,14.9,clear sky
547,Marsabit,KE,2.3284,37.9899,59.29,75,29,19.73,scattered clouds
548,Sola,VU,-13.8833,167.55,80.87,76,100,17.34,overcast clouds
549,Yangjiang,CN,21.85,111.9667,82.74,81,100,3.6,light rain
550,Mayo,US,38.8876,-76.5119,80.94,88,98,7.16,light rain
551,Bima,ID,-8.4667,118.7167,80.46,59,69,6.24,broken clouds
552,Naberera,TZ,-4.2,36.9333,55.72,86,86,8.34,overcast clouds
553,Nalchiti,BD,22.6333,90.2833,82.6,83,100,9.19,overcast clouds
554,Antalaha,MG,-14.9003,50.2788,68.32,88,73,9.31,light rain
555,Merano,IT,46.6682,11.1595,66.0,85,74,3.94,broken clouds
556,Nelson Bay,AU,-32.7167,152.15,64.0,88,100,13.0,light rain
557,San Vicente,AR,-26.6167,-54.1333,63.64,62,100,6.71,overcast clouds
558,Grindavik,IS,63.8424,-22.4338,52.27,100,100,27.63,mist
559,Trelew,AR,-43.249,-65.3051,42.49,57,78,32.61,broken clouds
560,Nyurba,RU,63.2842,118.3319,67.03,69,100,5.93,overcast clouds
561,Mao,ES,39.8885,4.2658,73.96,78,0,12.66,clear sky
562,Qiongshan,CN,20.0058,110.3542,83.53,82,100,4.68,overcast clouds
563,Oga,IT,46.4631,10.347,54.81,93,49,2.93,scattered clouds
564,Luwuk,ID,-0.9516,122.7875,79.75,80,100,2.93,overcast clouds
565,Nzega,RW,-2.479,29.5564,51.73,83,5,4.29,clear sky
566,Angoche,MZ,-16.2325,39.9086,71.4,75,32,5.5,light rain
567,Derzhavinsk,KZ,51.1,66.3167,59.86,72,100,13.22,overcast clouds
568,Pontianak,ID,-0.0333,109.3333,80.58,83,20,2.3,few clouds
569,Priargunsk,RU,50.3691,119.1012,75.97,45,8,14.09,clear sky
570,San Cristobal,VE,7.7669,-72.225,65.59,96,41,3.27,scattered clouds
571,Mumbwa,ZM,-14.9783,27.0619,52.57,72,0,4.36,clear sky
572,Farafangana,MG,-22.8167,47.8333,65.35,83,100,3.76,overcast clouds
573,Narbonne,FR,43.0833,2.8333,74.32,56,88,16.71,overcast clouds
574,Yar,RU,58.249,52.1026,64.89,81,99,1.12,overcast clouds
575,Grand-Lahou,CI,5.1367,-5.0242,76.33,87,100,9.35,light rain
576,Ahipara,NZ,-35.1667,173.1667,59.65,96,100,11.74,moderate rain
577,Saurimo,AO,-9.6608,20.3916,57.6,50,69,6.22,broken clouds
578,Tessalit,ML,20.1986,1.0114,91.04,25,74,8.1,broken clouds
579,Wanning,CN,18.8003,110.3967,86.5,74,100,2.35,overcast clouds
580,Big Rapids,US,43.6981,-85.4837,71.91,79,100,8.05,overcast clouds
581,Takoradi,GH,4.8845,-1.7554,75.63,89,93,6.67,overcast clouds
582,Rio Grande,BR,-32.035,-52.0986,57.94,98,99,8.99,overcast clouds
583,Mananjary,MG,-21.2167,48.3333,64.49,84,91,3.76,overcast clouds
584,Arica,CL,-18.475,-70.3042,61.03,77,100,0.0,overcast clouds
585,Nhulunbuy,AU,-12.2333,136.7667,79.41,61,75,14.97,broken clouds
586,Impfondo,CG,1.6381,18.0667,70.57,74,78,2.17,broken clouds
587,Merrill,US,45.1805,-89.6835,71.37,84,75,0.0,broken clouds
588,La Asuncion,VE,11.0333,-63.8628,79.16,83,100,17.16,overcast clouds
589,Kaseda,JP,31.4167,130.3167,81.97,81,99,5.37,overcast clouds
590,Terrasini,IT,38.146,13.0844,85.08,78,0,4.61,clear sky
591,Asyut,EG,27.181,31.1837,81.66,20,0,5.91,clear sky
592,Itarema,BR,-2.9248,-39.9167,77.94,80,33,13.13,scattered clouds
593,Chumikan,RU,54.7183,135.315,70.3,74,50,9.35,scattered clouds
594,Bubaque,GW,11.2833,-15.8333,80.49,80,51,11.81,broken clouds
595,Tateyama,JP,34.9833,139.8667,76.64,82,100,8.5,overcast clouds
596,Taltal,CL,-25.4,-70.4833,58.95,65,6,4.68,clear sky
597,Thinadhoo,MV,0.5333,72.9333,82.4,78,93,8.68,moderate rain
598,Talas,TR,38.6908,35.5538,48.87,71,0,2.3,clear sky
599,Tazovskiy,RU,67.4667,78.7,52.66,69,98,7.96,overcast clouds
600,Kalmunai,LK,7.4167,81.8167,83.03,70,100,3.85,overcast clouds
601,Mokolo,CM,10.7398,13.8019,73.08,67,88,3.04,overcast clouds
602,Kurri Kurri,AU,-32.8167,151.4833,63.79,89,99,7.07,overcast clouds
603,Borujerd,IR,33.8973,48.7516,65.3,40,0,2.57,clear sky
604,Zalantun,CN,48.0,122.7167,79.21,49,0,2.44,clear sky
605,Redlands,US,34.0556,-117.1825,88.2,46,0,3.0,clear sky
606,Sosnogorsk,RU,63.6023,53.8817,68.63,75,85,3.89,overcast clouds
607,Sulangan,PH,11.1373,123.7228,82.67,75,32,4.97,scattered clouds
608,Isiolo,KE,0.3546,37.5822,65.17,67,72,8.1,broken clouds
609,Namatanai,PG,-3.6667,152.4333,82.71,75,95,11.43,moderate rain
610,Kosh-Agach,RU,50.0,88.6667,52.66,56,73,1.79,broken clouds
611,Edgewater,US,28.9889,-80.9023,80.1,83,7,9.13,clear sky
612,Dalby,AU,-27.1833,151.2667,62.98,67,37,4.0,scattered clouds
613,Kamenka,RU,51.3223,42.7678,58.87,68,3,6.06,clear sky
614,Iranshahr,IR,27.2025,60.6848,92.07,32,100,7.29,overcast clouds
615,Zhanjiang,CN,21.2815,110.3427,82.06,82,100,2.66,heavy intensity rain
616,Wenzhou,CN,27.9994,120.6668,91.63,58,3,4.03,clear sky
617,Rincon,US,32.296,-81.2354,84.85,80,75,8.05,broken clouds
618,Gornopravdinsk,RU,60.05,69.9,62.13,60,100,3.42,overcast clouds
619,Airai,TL,-8.9266,125.4092,64.17,60,100,2.42,overcast clouds
620,Saiha,IN,22.4833,92.9667,75.85,95,75,0.45,broken clouds
621,Lorengau,PG,-2.0226,147.2712,83.66,75,100,9.95,overcast clouds
622,Ibotirama,BR,-12.1853,-43.2206,71.06,61,1,4.79,clear sky
623,Dromolaxia,CY,34.8761,33.586,78.98,92,40,3.44,scattered clouds
624,Dordrecht,NL,51.81,4.6736,66.04,73,93,8.01,overcast clouds
625,Bayana,IN,26.9,77.2833,92.32,44,47,12.12,scattered clouds
626,Los Angeles,US,34.0522,-118.2437,86.02,65,0,11.5,clear sky
627,Kumluca,TR,36.3703,30.2869,79.86,46,0,3.27,clear sky
628,Mandan,US,46.8267,-100.8896,81.81,68,0,5.75,clear sky
629,Korhogo,CI,9.45,-5.6333,71.24,94,100,3.8,overcast clouds
630,Blagesti,RO,46.6833,26.65,60.94,94,100,8.97,light rain
631,Salinas,US,36.6777,-121.6555,77.0,67,0,12.66,clear sky
632,Filingue,NE,14.3521,3.3168,90.75,41,78,13.87,broken clouds
633,Bjerkvik,NO,68.5597,17.5189,50.0,84,52,3.38,broken clouds
634,Plerin,FR,48.5425,-2.7798,57.2,95,0,8.05,clear sky
635,Qrendi,MT,35.8347,14.4583,80.26,54,0,4.61,clear sky
636,Lyubinskiy,RU,55.1542,72.6925,60.48,91,100,3.22,overcast clouds
637,Moose Factory,CA,51.2585,-80.6094,59.54,63,100,4.83,overcast clouds
638,Richards Bay,ZA,-28.783,32.0377,61.12,91,0,3.4,clear sky
639,Alice,US,27.7523,-98.0697,84.51,74,0,12.66,clear sky
640,Alta Gracia,AR,-31.6529,-64.4283,56.55,53,0,13.11,clear sky
641,Lastoursville,GA,-0.8143,12.7287,74.28,78,61,2.24,broken clouds
642,Uray,RU,60.1247,64.7758,63.46,66,48,2.53,scattered clouds
643,Andenes,NO,69.3143,16.1194,51.93,87,100,9.22,light rain
644,Izhma,RU,65.0083,53.9113,67.23,76,100,4.12,overcast clouds
645,Kununurra,AU,-15.7667,128.7333,71.58,28,5,14.97,clear sky
646,Vokhtoga,RU,58.8147,41.0461,63.16,88,99,4.45,overcast clouds
647,Bintulu,MY,3.1667,113.0333,82.45,71,67,3.06,broken clouds
648,Karpathos,GR,35.507,27.2132,73.36,73,0,29.93,clear sky
649,Ilhabela,BR,-23.7781,-45.3581,67.89,66,82,3.53,broken clouds
650,Guiyang,CN,26.5833,106.7167,79.47,66,28,2.93,scattered clouds
651,Wahiawa,US,21.5028,-158.0236,79.12,66,100,8.05,overcast clouds
652,Ascension,US,30.2169,-90.9001,82.02,96,0,0.0,clear sky
653,Santiago Del Estero,AR,-27.7951,-64.2615,62.6,81,2,7.14,clear sky
654,Mahibadhoo,MV,3.7833,72.9667,82.94,75,100,9.42,overcast clouds
655,Bonavista,CA,48.6499,-53.1147,55.78,92,100,14.2,light rain
656,Yabelo,ET,4.8833,38.0833,56.7,77,88,11.27,overcast clouds
657,Little Current,CA,45.9793,-81.9248,56.41,87,21,4.16,few clouds
658,Nantucket,US,41.2835,-70.0995,70.02,87,0,4.61,clear sky
659,Seymchan,RU,62.8833,152.4333,83.77,50,20,7.74,few clouds
660,Terrace Bay,CA,48.7834,-87.1,46.2,84,37,3.36,scattered clouds
661,Colares,PT,38.7992,-9.4469,74.39,64,0,10.0,clear sky
662,Grand Bank,CA,47.0999,-55.765,58.98,92,100,18.72,overcast clouds
663,Koroni,GR,36.8,21.95,78.08,74,0,0.85,clear sky
664,Yarovoye,RU,52.9273,78.58,65.16,65,14,4.47,few clouds
665,Tammisaari,FI,59.9736,23.4339,56.89,95,72,5.73,broken clouds
666,Loreto,MX,22.2667,-101.9667,72.39,36,0,15.93,clear sky
667,Khovu-Aksy,RU,51.1333,93.6,59.36,65,98,3.76,overcast clouds
668,Walla Walla,US,46.0646,-118.343,84.49,47,0,8.05,clear sky
669,Marondera,ZW,-18.1853,31.5519,44.51,78,0,2.24,clear sky
670,Atar,MR,20.5169,-13.0499,95.59,15,59,3.18,broken clouds
671,Doische,BE,50.1336,4.7355,60.12,88,75,8.05,broken clouds
672,Wonthaggi,AU,-38.6044,145.5913,54.82,70,33,13.8,scattered clouds
673,Mosquera,CO,4.7059,-74.2302,51.89,82,20,6.91,few clouds
674,Cobh,IE,51.8572,-8.2992,59.11,93,75,11.5,broken clouds
675,Pangnirtung,CA,66.1451,-65.7125,44.47,79,94,3.0,overcast clouds
676,Caucaia,BR,-3.7361,-38.6531,77.04,84,75,13.8,broken clouds
677,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,77,69,6.8,broken clouds
678,Guane,CU,22.2025,-84.0875,78.82,79,100,2.28,overcast clouds
679,Lashio,MM,22.9333,97.75,73.49,95,99,1.88,overcast clouds
680,Besskorbnaya,RU,44.6447,41.311,61.72,64,0,12.01,clear sky
681,Gorin,RU,51.1983,136.6669,93.51,40,23,9.04,few clouds
682,Champasak,LA,14.75,106.0,77.45,94,100,1.99,moderate rain
683,Riachao Das Neves,BR,-11.7461,-44.91,66.92,41,0,2.71,clear sky
684,Kerman,IR,30.2832,57.0788,77.63,23,17,1.97,few clouds
685,Ingham,US,42.6,-84.3833,70.11,83,0,5.75,clear sky
686,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,84,97,6.69,overcast clouds
687,Te Anau,NZ,-45.4167,167.7167,40.46,83,100,0.34,overcast clouds
688,Ust-Tsilma,RU,65.441,52.1498,64.63,88,98,3.6,overcast clouds
689,Pecsvarad,HU,46.1603,18.4232,60.58,60,5,3.53,clear sky
690,Port Lincoln,AU,-34.7333,135.8667,55.98,65,100,11.79,overcast clouds
691,Marzuq,YE,14.4,46.4667,80.55,28,100,4.43,overcast clouds
692,Teahupoo,PF,-17.8333,-149.2667,76.96,76,2,10.31,light rain
693,Vanimo,PG,-2.6741,141.3028,84.54,71,90,5.5,overcast clouds
694,Talnakh,RU,69.4865,88.3972,49.33,81,94,13.35,overcast clouds
695,Ucluelet,CA,48.9329,-125.5528,60.1,85,100,1.01,overcast clouds
696,Fillan,NO,63.6064,8.9696,49.44,87,98,22.32,light rain
697,Santa Rosalia,MX,27.3167,-112.2833,85.57,48,0,2.75,clear sky
698,Dunedin,NZ,-45.8742,170.5036,46.8,75,100,3.0,overcast clouds
